cTau:,10,0.0196742,0.0138382,0.0288495,0.0218426
cTau:,30,0.000686028,0.000481694,0.00101691,0.000762043
cTau:,50,0.000356011,0.000248647,0.000516366,0.000395915
cTau:,70,0.000277976,0.000194145,0.00039321,0.000305584
cTau:,100,0.000238846,0.000169746,0.000333099,0.000261294
cTau:,300,0.000282909,0.000208443,0.0003844,0.000305508
cTau:,500,0.000404162,0.000300112,0.000545931,0.000435993
cTau:,700,0.000554985,0.00041336,0.000747446,0.00059782
cTau:,1000,0.000822261,0.000614287,0.00110741,0.000886448
cTau:,3000,0.0032803,0.00244691,0.00441785,0.00352955
cTau:,5000,0.00611186,0.00457979,0.00823137,0.00658687
