cTau:,10,0.000600252,0.000413296,0.000928043,0.000668791
cTau:,30,0.000161627,0.000110261,0.000252467,0.000179927
cTau:,50,0.000126644,8.63953e-05,0.000199336,0.000141619
cTau:,70,0.000120019,8.18759e-05,0.000188431,0.000133958
cTau:,100,0.000123091,8.39715e-05,0.000193254,0.00013762
cTau:,300,0.000225288,0.000154253,0.000351009,0.000251163
cTau:,500,0.000377012,0.000258137,0.000588904,0.00042104
cTau:,700,0.000583082,0.000400157,0.000908469,0.000650451
cTau:,1000,0.00112314,0.000769005,0.00174543,0.00125117
cTau:,3000,0.0204908,0.0140299,0.0320074,0.0228649
cTau:,5000,0.059402,0.0406721,0.0927878,0.0665222
