cTau:,30,0.202374,0.155214,0.285461,0.205244
cTau:,50,0.015227,0.0122548,0.0197792,0.0160541
cTau:,70,0.00362437,0.00267038,0.00488125,0.00392093
cTau:,100,0.00107369,0.00075913,0.0015145,0.00118563
cTau:,300,0.000166363,0.00011803,0.000232012,0.000183023
cTau:,500,0.000126188,9.02891e-05,0.000173972,0.000137794
cTau:,700,0.000121708,7.97725e-05,0.000166826,0.000132683
cTau:,1000,0.0001313,9.47324e-05,0.00017945,0.000143025
cTau:,3000,0.000306003,0.000222237,0.000416999,0.000333565
cTau:,5000,0.000581385,0.000422235,0.000792271,0.000633738
